product_title,product_url,brand,sales_price,mrp,discount_percent,number_of_ratings,number_of_reviews,type_of_oven,model_name,star_rating,capacity_litres
"Kaff 73 L Built-in Convection Microwave Oven  (KOV 73 MRFT, Black)",https://www.flipkart.com/kaff-73-l-built-in-convection-microwave-oven/p/itmf3f917ec273cd?pid=MRCFMZ5DZJXC6KPH&lid=LSTMRCFMZ5DZJXC6KPHYOUQBI&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_8_169&otracker=browse&iid=3686dcee-7e47-493a-9f69-b46a647148cf.MRCFMZ5DZJXC6KPH.SEARCH&ssid=kb9xhs5p1c0000001686493293886,Kaff,39790,43990,9,3,0,Convection,KOV 73 MRFT,3.3,73
"Kaff 70 L Built-in Convection & Grill Microwave Oven  (MLJ E6, Black)",https://www.flipkart.com/kaff-70-l-built-in-convection-grill-microwave-oven/p/itm39b87c9134193?pid=MRCFTQKTRNMYGWPN&lid=LSTMRCFTQKTRNMYGWPNGNDTSZ&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_8_170&otracker=browse&iid=3686dcee-7e47-493a-9f69-b46a647148cf.MRCFTQKTRNMYGWPN.SEARCH&ssid=kb9xhs5p1c0000001686493293886,Kaff,55990,63990,12,,,Convection & Grill,MLJ E6,2.8,70
"LG 32 L Convection Microwave Oven  (MJEN326UL, BLACK)",https://www.flipkart.com/lg-32-l-convection-microwave-oven/p/itm220d0df5f033b?pid=MRCG93Q6GKEUSSEM&lid=LSTMRCG93Q6GKEUSSEMXVKZOU&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_8_171&otracker=browse&iid=3686dcee-7e47-493a-9f69-b46a647148cf.MRCG93Q6GKEUSSEM.SEARCH&ssid=kb9xhs5p1c0000001686493293886,LG,23029,29999,23,15,0,Convection,MJEN326UL,4.2,32
"Kaff 28 L Built-in Convection & Grill Microwave Oven  (KMW HN 6, Black)",https://www.flipkart.com/kaff-28-l-built-in-convection-grill-microwave-oven/p/itmd42592ab6c527?pid=MRCFMZ5DBNYXRCG9&lid=LSTMRCFMZ5DBNYXRCG9QESBLT&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_8_173&otracker=browse&iid=3686dcee-7e47-493a-9f69-b46a647148cf.MRCFMZ5DBNYXRCG9.SEARCH&ssid=kb9xhs5p1c0000001686493293886,Kaff,34990,47990,27,9,2,Convection & Grill,KMW HN 6,4.4,28
"Kenstar 20 L Solo Microwave Oven  (KM20SSLN, BLACK)",https://www.flipkart.com/kenstar-20-l-solo-microwave-oven/p/itme79a6afcghae5?pid=MRCFJHUMDN3PBEQX&lid=LSTMRCFJHUMDN3PBEQXCXPAUH&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_8_174&otracker=browse&iid=3686dcee-7e47-493a-9f69-b46a647148cf.MRCFJHUMDN3PBEQX.SEARCH&ssid=kb9xhs5p1c0000001686493293886,Kenstar,6499,8499,23,213,26,Solo,KM20SSLN,4.3,20
"LG 28 L Charcoal Convection Microwave Oven  (MJ2886BFUM, Black)",https://www.flipkart.com/lg-28-l-charcoal-convection-microwave-oven/p/itmf6kfngzgntmjy?pid=MRCF6KFNZWDN9YJ6&lid=LSTMRCF6KFNZWDN9YJ6HHQMNU&marketplace=FLIPKART&store=j9e%2Fm38%2Fo49&srno=b_8_175&otracker=browse&iid=3686dcee-7e47-493a-9f69-b46a647148cf.MRCF6KFNZWDN9YJ6.SEARCH&ssid=kb9xhs5p1c0000001686493293886,LG,19490,19990,2,1040,91,Convection,MJ2886BFUM,4.5,28
Whirlpool 20 L Solo Microwave Oven (MAGICOOK PRO 20SE BLACK),https://www.amazon.in/Whirlpool-MAGICOOK-PRO-20SE-BLACK/dp/B07YWYGJYD/ref=sr_1_3?qid=1686464087&s=kitchen&sr=1-3,Whirlpool,5920,8755,32,1564,,Solo,MAGICOOK PRO 20SE BLACK,4.1,20
"Panasonic 20L Solo Microwave Oven (NN-ST26JMFDG, Silver, 51 Auto Menus)",https://www.amazon.in/Panasonic-Microwave-NN-ST26JMFDG-Silver-Menus/dp/B08CL8XF75/ref=sr_1_4?qid=1686464087&s=kitchen&sr=1-4,Panasonic,5890,7490,21,4333,,Solo,NN-ST26JMFDG,4.4,20
"IFB 25 L Solo Microwave Oven (25PM2S, Silver)",https://www.amazon.in/IFB-Microwave-25PM2S-IFBJ0-Silver/dp/B085V1JD27/ref=sr_1_5?qid=1686464087&s=kitchen&sr=1-5,IFB,,,,892,,Solo,25PM2S,4.3,25
"Samsung 28 L Convection Microwave Oven (MC28A5013AK/TL, Black, Curd Anytime)",https://www.amazon.in/Samsung-Convection-Microwave-MC28A5013AK-TL/dp/B09XBMXQ34/ref=sr_1_6?qid=1686464087&s=kitchen&sr=1-6,Samsung,11590,15590,26,3652,,"Grill, Microwave, Convection",MC28A5013AK/TL,4.3,28
"Samsung 28 L Convection Microwave Oven (CE1041DSB3/TL, Black, SlimFry)",https://www.amazon.in/Samsung-Convection-Microwave-CE1041DSB3-TL/dp/B09VH1Q7CM/ref=sr_1_7?qid=1686464087&s=kitchen&sr=1-7,Samsung,12390,16990,27,7751,,"Grill, Microwave, Convection",CE1041DSB3/TL,4.4,28
"Panasonic 20L Solo Microwave Oven (NN-SM25JBFDG,Black)",https://www.amazon.in/Panasonic-Solo-Microwave-NN-SM25JBFDG-Black/dp/B08DYCWC9R/ref=sr_1_8?qid=1686464087&s=kitchen&sr=1-8,Panasonic,5490,6790,19,2565,,Solo,NN-SM25JBFDG,4.4,20
IFB 20 Litre Solo Microwave Oven (20PM-MEC2) White,https://www.amazon.in/IFB-Litre-Microwave-20PM-MEC2-White/dp/B09HMGHFB6/ref=sr_1_9?qid=1686464087&s=kitchen&sr=1-9,IFB,6090,7190,15,3704,,Convection,20PM-MEC2,4.3,20
"IFB 30 L Convection Microwave Oven (30BRC2, Black, With Starter Kit)",https://www.amazon.in/IFB-Convection-Microwave-30BRC2-Black/dp/B016ZLKJSU/ref=sr_1_10?qid=1686464087&s=kitchen&sr=1-10,IFB,14990,19390,23,5308,,Convection,30BRC2,4.3,30
